"","Collection.date","Lineage names","n","freq"
"1205",2022-05-28,"BA.2.21",0,0
"1206",2022-05-28,"BA.2.3",0,0
"1207",2022-05-28,"BA.2.37",0,0
"1208",2022-05-28,"BA.2.41",0,0
"1209",2022-05-28,"BA.2.9",0,0
"1210",2022-05-28,"Other",0,0
"1211",2022-05-29,"BA.2.1",0,0
"1212",2022-05-29,"BA.2.10",0,0
"1213",2022-05-29,"BA.2.12",0,0
"1214",2022-05-29,"BA.2.13",0,0
"1215",2022-05-29,"BA.2.18",0,0
"1216",2022-05-29,"BA.2.37",0,0
"1217",2022-05-29,"BA.2.41",0,0
"1218",2022-05-29,"BA.2.8",0,0
"1219",2022-05-29,"BA.2.9",0,0
"1220",2022-05-29,"BA.5.1",0,0
"1221",2022-05-29,"Other",0,0
"1222",2022-05-30,"BA.2",0,0
"1223",2022-05-30,"BA.2.1",0,0
"1224",2022-05-30,"BA.2.10",0,0
"1225",2022-05-30,"BA.2.13",0,0
"1226",2022-05-30,"BA.2.18",0,0
"1227",2022-05-30,"BA.2.20",0,0
"1228",2022-05-30,"BA.2.21",0,0
"1229",2022-05-30,"BA.2.3",0,0
"1230",2022-05-30,"BA.2.36",0,0
"1231",2022-05-30,"BA.2.9",0,0
"1232",2022-05-30,"BA.5",0,0
"1233",2022-05-30,"BA.5.1",0,0
"1234",2022-05-31,"BA.2.10",0,0
"1235",2022-05-31,"BA.2.3",0,0
"1236",2022-05-31,"BA.2.7",0,0
"1237",2022-05-31,"Other",0,0
"1238",2022-06-01,"BA.2.10",0,0
"1239",2022-06-01,"BA.2.13",0,0
"1240",2022-06-01,"BA.2.21",0,0
"1241",2022-06-01,"BA.2.36",0,0
"1242",2022-06-01,"BA.2.7",0,0
"1243",2022-06-01,"BA.5.1",0,0
"1244",2022-06-02,"BA.2.13",0,0
"1245",2022-06-02,"BA.2.18",0,0
"1246",2022-06-02,"BA.2.20",0,0
"1247",2022-06-02,"BA.2.21",0,0
"1248",2022-06-02,"BA.2.3",0,0
"1249",2022-06-02,"BA.2.36",0,0
"1250",2022-06-02,"BA.2.7",0,0
"1251",2022-06-02,"BA.5.1",0,0
"1252",2022-06-03,"BA.2.1",0,0
"1253",2022-06-03,"BA.2.10",0,0
"1254",2022-06-03,"BA.2.13",0,0
"1255",2022-06-03,"BA.2.18",0,0
"1256",2022-06-03,"BA.2.20",0,0
"1257",2022-06-03,"BA.2.21",0,0
"1258",2022-06-03,"BA.2.36",0,0
"1259",2022-06-03,"BA.2.7",0,0
"1260",2022-06-03,"BA.2.9",0,0
"1261",2022-06-04,"BA.2.1",0,0
"1262",2022-06-04,"BA.2.10",0,0
"1263",2022-06-04,"BA.2.18",0,0
"1264",2022-06-04,"BA.2.20",0,0
"1265",2022-06-04,"BA.2.21",0,0
"1266",2022-06-04,"BA.2.3",0,0
"1267",2022-06-04,"BA.2.36",0,0
"1268",2022-06-04,"BA.2.7",0,0
"1269",2022-06-04,"BA.5.1",0,0
"1270",2022-06-04,"Other",0,0
"1271",2022-06-05,"BA.2.1",0,0
"1272",2022-06-05,"BA.2.10",0,0
"1273",2022-06-05,"BA.2.18",0,0
"1274",2022-06-05,"BA.2.20",0,0
"1275",2022-06-05,"BA.2.21",0,0
"1276",2022-06-05,"BA.2.3",0,0
"1277",2022-06-05,"BA.2.36",0,0
"1278",2022-06-05,"BA.2.7",0,0
"1279",2022-06-05,"Other",0,0
"1280",2022-06-06,"BA.1.1",0,0
"1281",2022-06-06,"BA.2.1",0,0
"1282",2022-06-06,"BA.2.13",0,0
"1283",2022-06-06,"BA.2.20",0,0
"1284",2022-06-06,"BA.2.23",0,0
"1285",2022-06-06,"BA.2.36",0,0
"1286",2022-06-06,"BA.2.37",0,0
"1287",2022-06-06,"BA.2.8",0,0
"1288",2022-06-06,"BA.4.1",0,0
"1289",2022-06-06,"BA.5.2",0,0
"1290",2022-06-06,"BA.5.2.1",0,0
"1291",2022-06-06,"BA.5.5",0,0
"1292",2022-06-06,"BE.1",0,0
"1293",2022-06-06,"Other",0,0
"1294",2022-06-06,"Unassigned",0,0
"1295",2022-06-07,"BA.2.13",0,0
"1296",2022-06-07,"BA.2.18",0,0
"1297",2022-06-07,"BA.2.20",0,0
"1298",2022-06-07,"BA.2.23",0,0
"1299",2022-06-07,"BA.2.36",0,0
"1300",2022-06-07,"BA.2.37",0,0
"1301",2022-06-07,"BA.2.40.1",0,0
"1302",2022-06-07,"BA.2.8",0,0
"1303",2022-06-07,"BA.4.1",0,0
"1304",2022-06-07,"BA.5.2",0,0
"1305",2022-06-07,"BA.5.2.1",0,0
"1306",2022-06-07,"BA.5.5",0,0
"1307",2022-06-07,"BE.1",0,0
"1308",2022-06-07,"Unassigned",0,0
"1309",2022-06-08,"BA.1.1",0,0
"1310",2022-06-08,"BA.2.1",0,0
"1311",2022-06-08,"BA.2.18",0,0
"1312",2022-06-08,"BA.2.20",0,0
"1313",2022-06-08,"BA.2.23",0,0
"1314",2022-06-08,"BA.2.36",0,0
"1315",2022-06-08,"BA.2.40.1",0,0
"1316",2022-06-08,"BA.2.8",0,0
"1317",2022-06-08,"BA.4.1",0,0
"1318",2022-06-08,"BA.5.5",0,0
"1319",2022-06-08,"Unassigned",0,0
"1320",2022-06-09,"BA.1.1",0,0
"1321",2022-06-09,"BA.2.1",0,0
"1322",2022-06-09,"BA.2.13",0,0
"1323",2022-06-09,"BA.2.18",0,0
"1324",2022-06-09,"BA.2.23",0,0
"1325",2022-06-09,"BA.2.3",0,0
"1326",2022-06-09,"BA.2.36",0,0
"1327",2022-06-09,"BA.2.37",0,0
"1328",2022-06-09,"BA.2.40.1",0,0
"1329",2022-06-09,"BA.2.8",0,0
"1330",2022-06-09,"BA.2.9",0,0
"1331",2022-06-09,"BA.5.2",0,0
"1332",2022-06-09,"BE.1",0,0
"1333",2022-06-09,"Other",0,0
"1334",2022-06-10,"BA.1.1",0,0
"1335",2022-06-10,"BA.2.1",0,0
"1336",2022-06-10,"BA.2.18",0,0
"1337",2022-06-10,"BA.2.20",0,0
"1338",2022-06-10,"BA.2.3",0,0
"1339",2022-06-10,"BA.2.36",0,0
"1340",2022-06-10,"BA.2.37",0,0
"1341",2022-06-10,"BA.2.40.1",0,0
"1342",2022-06-10,"BA.4.1",0,0
"1343",2022-06-10,"BA.5.2",0,0
"1344",2022-06-10,"BE.1",0,0
"1345",2022-06-10,"Unassigned",0,0
"1346",2022-06-11,"BA.1.1",0,0
"1347",2022-06-11,"BA.2.1",0,0
"1348",2022-06-11,"BA.2.13",0,0
"1349",2022-06-11,"BA.2.18",0,0
"1350",2022-06-11,"BA.2.20",0,0
"1351",2022-06-11,"BA.2.23",0,0
"1352",2022-06-11,"BA.2.3",0,0
"1353",2022-06-11,"BA.2.37",0,0
"1354",2022-06-11,"BA.2.40.1",0,0
"1355",2022-06-11,"BA.2.8",0,0
"1356",2022-06-11,"BA.2.9",0,0
"1357",2022-06-11,"BA.4",0,0
"1358",2022-06-11,"BA.4.1",0,0
"1359",2022-06-11,"BA.5.2",0,0
"1360",2022-06-11,"BA.5.5",0,0
"1361",2022-06-11,"BE.1",0,0
"1362",2022-06-12,"BA.1.1",0,0
"1363",2022-06-12,"BA.2.1",0,0
"1364",2022-06-12,"BA.2.13",0,0
"1365",2022-06-12,"BA.2.18",0,0
"1366",2022-06-12,"BA.2.20",0,0
"1367",2022-06-12,"BA.2.23",0,0
"1368",2022-06-12,"BA.2.36",0,0
"1369",2022-06-12,"BA.2.37",0,0
"1370",2022-06-12,"BA.2.40.1",0,0
"1371",2022-06-12,"BA.2.8",0,0
"1372",2022-06-12,"BA.2.9",0,0
"1373",2022-06-12,"BA.5.2",0,0
"1374",2022-06-12,"BA.5.2.1",0,0
"1375",2022-06-12,"BA.5.5",0,0
"1376",2022-06-12,"BE.1",0,0
"1377",2022-06-12,"Other",0,0
"1378",2022-06-13,"BA.2.9",0,0
"1379",2022-06-13,"BA.5.2",0,0
"1380",2022-06-13,"BA.5.2.1",0,0
"1381",2022-06-13,"BA.5.5",0,0
"1382",2022-06-13,"Other",0,0
"1383",2022-06-14,"BA.2.18",0,0
"1384",2022-06-14,"BA.2.3",0,0
"1385",2022-06-14,"BA.5.2",0,0
"1386",2022-06-14,"BA.5.5",0,0
"1387",2022-06-14,"BE.1",0,0
"1388",2022-06-14,"Unassigned",0,0
"1389",2022-06-15,"BA.2.3",0,0
"1390",2022-06-15,"BA.5.2",0,0
"1391",2022-06-15,"Unassigned",0,0
"1392",2022-06-16,"BA.2.18",0,0
"1393",2022-06-16,"BA.2.9",0,0
"1394",2022-06-16,"BA.4.1",0,0
"1395",2022-06-16,"BA.5",0,0
"1396",2022-06-16,"BA.5.2",0,0
"1397",2022-06-16,"BE.1",0,0
"1398",2022-06-16,"Unassigned",0,0
"1399",2022-06-17,"BA.2.3",0,0
"1400",2022-06-17,"BA.5.1",0,0
"1401",2022-06-17,"BA.5.2",0,0
"1402",2022-06-17,"BE.1",0,0
"1403",2022-06-17,"Unassigned",0,0
"1404",2022-06-18,"BA.2.18",0,0
"1405",2022-06-18,"BA.2.3",0,0
"1406",2022-06-18,"BA.2.9",0,0
"1407",2022-06-18,"Unassigned",0,0
"1408",2022-06-19,"BA.2",0,0
"1409",2022-06-19,"BA.2.18",0,0
"1410",2022-06-19,"BA.2.3",0,0
"1411",2022-06-19,"BA.2.9",0,0
"1412",2022-06-19,"BA.5.5",0,0
"1413",2022-06-19,"BE.1",0,0
"1414",2022-06-19,"Other",0,0
"1415",2022-06-19,"Unassigned",0,0
"1416",2022-06-20,"BA.2.13",0,0
"1417",2022-06-20,"BA.2.18",0,0
"1418",2022-06-20,"BA.2.3",0,0
"1419",2022-06-20,"BA.2.9",0,0
"1420",2022-06-20,"BA.4.1",0,0
"1421",2022-06-20,"Other",0,0
"1422",2022-06-21,"BA.2",0,0
"1423",2022-06-21,"BA.2.3",0,0
"1424",2022-06-21,"BA.4.1",0,0
"1425",2022-06-21,"BE.1",0,0
"1426",2022-06-21,"Other",0,0
"1427",2022-06-21,"Unassigned",0,0
"1428",2022-06-22,"BA.2.13",0,0
"1429",2022-06-22,"BA.2.18",0,0
"1430",2022-06-22,"BA.2.9",0,0
"1431",2022-06-22,"Other",0,0
"1432",2022-06-22,"Unassigned",0,0
"1433",2022-06-23,"BA.2.18",0,0
"1434",2022-06-23,"BA.2.3",0,0
"1435",2022-06-23,"BA.2.9",0,0
"1436",2022-06-23,"Unassigned",0,0
"1437",2022-06-24,"BA.2.3",0,0
"1438",2022-06-24,"BA.2.9",0,0
"1439",2022-06-24,"Unassigned",0,0
"1440",2022-06-25,"BA.2",0,0
"1441",2022-06-25,"BA.2.13",0,0
"1442",2022-06-25,"BA.2.9",0,0
"1443",2022-06-25,"BE.1",0,0
"1444",2022-06-25,"Unassigned",0,0
"1445",2022-06-26,"BA.2.13",0,0
"1446",2022-06-26,"BA.2.3",0,0
"1447",2022-06-26,"BA.2.9",0,0
"1448",2022-06-26,"Unassigned",0,0
"1449",2022-06-27,"BA.2",0,0
"1450",2022-06-27,"BA.2.18",0,0
"1451",2022-06-27,"Unassigned",0,0
"1452",2022-06-28,"BA.2",0,0
"1453",2022-06-28,"BA.4.1",0,0
"1454",2022-06-28,"Other",0,0
"1455",2022-06-28,"Unassigned",0,0
"1456",2022-06-29,"BA.2.18",0,0
"1457",2022-06-29,"BA.5.2.1",0,0
"1458",2022-06-29,"BA.5.5",0,0
"1459",2022-06-29,"Other",0,0
